SampleID,H1.Status,Cohort,ADORA2A,ARG1,BTLA,BTN3A1,BTN3A2,C10orf54,CCL5,CD274,CD276,CD27,CD28,CD40LG,CD40,CD70,CD80,CTLA4,CX3CL1,CXCL10,CXCL9,EDNRB,ENTPD1,GZMA,HAVCR2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.DQA1,HLA.DQA2,HLA.DQB1,HLA.DQB2,HLA.DRA,HLA.DRB1,HLA.DRB5,HMGB1,ICAM1,ICOSLG,ICOS,IDO1,IFNA1,IFNA2,IFNG,IL10,IL12A,IL13,IL1A,IL1B,IL2RA,IL2,IL4,ITGB2,KIR2DL1,KIR2DL3,LAG3,MICA,MICB,PDCD1LG2,PDCD1,PRF1,SELP,SLAMF7,TGFB1,TIGIT,TLR4,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9,TNF,VEGFA,VEGFB,VTCN1
TCGA.CF.A8HX.01A.11R.A36F.07,H1.Positive,BLCA,78.1258,10.989,1.221,394.9939,402.9304,266.7888,50.6716,1.8315,924.2979,10.5495,5.4945,1.8315,324.1758,0.6105,3.0525,9.768,250.9158,11.5995,11.5995,65.3236,544.5665,3.0525,28.083,7915.7265,5078.9133,6682.381,221.6117,195.9707,69.5971,37.2405,257.0208,232.6007,816.2393,430.0855,302.5153,8816.2393,164.2247,270.4518,3.663,8.547,0.6105,0,0,2.442,4.884,0,76.3126,62.8816,6.7155,0,0,79.3651,0,0,63.4921,210.6227,20.757,3.663,0.6105,4.2735,4.2735,121.4896,1135.5311,3.0525,20.1465,4864.6215,142.8571,32.3565,0.6105,13.431,6.105,15.2625,11927.9609,1658.1197,181.3187
TCGA.CF.A8HY.01A.11R.A36F.07,H1.Positive,BLCA,94.0695,0,0,265.8487,387.8664,1856.8507,94.7512,0.6817,3928.4254,16.9666,6.135,0,983.6401,4.09,0,8.8616,483.2993,4.7716,4.09,190.184,468.9843,7.4983,19.0866,20548.0368,13594.6012,10157.955,364.0082,386.5031,124.7444,24.5399,301.2952,149.9659,891.6155,665.3647,85.2079,10287.6619,359.9182,151.3292,1.3633,27.9482,1.3633,0,0,0.6817,0.6817,0,344.9216,72.2563,7.4983,0.6817,0,124.0627,0,0,6.8166,593.047,6.135,4.09,4.7716,23.8582,1.3633,70.2113,5769.5978,4.09,51.1247,2400.5453,32.0382,208.589,1.3633,7.4983,32.7198,7.4983,10674.165,2460.8044,2.045
TCGA.CF.A9FF.01A.11R.A38B.07,H1.Negative,BLCA,101.4744,0.8183,18.0035,493.4604,674.3141,480.3669,436.9948,9.8201,1432.0991,116.3192,38.4621,16.3668,173.4886,2.455,9.0018,29.4603,648.9455,110.4762,175.9436,761.8767,844.5211,36.8254,39.2804,20148.4064,17370.9525,24407.8782,1675.1467,1238.1519,541.7426,154.6667,876.4446,18.8219,5245.5743,2148.4596,1677.6018,6702.2236,549.1077,139.1182,22.0952,30.2787,0,0,0,11.4568,0.8183,0,1755.3443,602.3,17.1852,1.6367,0,359.2523,0.8183,2.455,31.9154,278.2364,162.0318,17.1852,27.8236,61.3757,104.7478,291.3299,2257.8065,63.8307,281.5098,3028.3903,45.8272,130.9348,3.2734,9.0018,9.0018,9.0018,13080.3837,1644.8681,480.3669
TCGA.CF.A9FH.01A.11R.A38B.07,H1.Negative,BLCA,29.949,4.6075,0,850.0921,1560.8059,806.8963,43.1957,27.6453,2049.7816,11.9163,6.9113,1.1519,1335.6121,0.5759,2.3038,0.5759,290.8513,717.0492,31.6769,293.1551,664.0624,1.1519,21.3099,61095.4323,69724.1319,30686.9475,1961.0864,616.2592,20.734,8.6391,57.5943,2.3038,5484.7065,2431.6032,435.989,7548.3108,54.7146,50.1071,3.4557,311.5852,0,0,0,1.7278,4.0316,0,316.1928,19.5821,0,0,0,65.6575,0,0.5759,30.525,260.3263,89.8471,7.4873,2.3038,6.9113,1.1519,388.1857,3978.6152,2.8797,428.5017,2523.2703,0.5759,21.3099,0,5.7594,5.7594,5.1835,19576.3074,990.0463,91.575
TCGA.CF.A9FL.01A.11R.A38B.07,H1.Positive,BLCA,45.6476,0,4.5648,486.1474,838.7754,391.4285,132.3782,5.1354,2402.2071,48.318,17.1179,2.853,119.2545,1.1412,6.2766,9.1295,171.1787,22.2532,38.2299,161.4785,811.3868,30.2416,86.7305,17191.4719,10500.5663,7092.6048,571.1661,609.396,387.4343,121.5368,555.1894,62.7655,2374.2479,976.3916,135.2311,7093.0727,369.7459,85.0187,5.1354,14.2649,0,0,1.1412,7.9883,0,0,78.7422,88.4423,27.3886,15.9767,0,377.1636,0,0,15.4061,462.1824,34.2357,17.6885,5.1354,64.4773,128.9546,309.2628,2088.3795,17.1179,191.7201,2461.1952,22.2532,30.8122,0.5706,46.7888,0.5706,3.9942,4331.3905,996.2597,50.2124
TCGA.CF.A9FM.01A.11R.A38B.07,H1.Negative,BLCA,38.0485,6.9601,1.856,424.5659,843.5637,980.4456,80.2731,32.0164,1112.6874,20.0312,24.1283,4.1761,1306.6421,3.248,8.8161,30.1604,3466.5921,99.7614,91.8733,128.9938,536.3822,35.2645,46.4006,15452.3193,15188.0398,11114.6293,859.3399,509.4791,270.9798,37.5845,861.66,206.0189,3316.718,2774.5683,1578.5499,4997.8134,1371.603,83.0572,19.0243,26.9124,2.784,0,1.392,6.4961,3.248,0,1136.3518,731.2742,25.9844,0,0,311.8123,0,2.32,24.1283,331.7646,25.5204,5.1041,10.6721,54.7528,24.5923,329.9086,1376.7071,8.8161,589.2882,2065.0931,33.8725,17.6322,6.9601,11.1362,4.6401,31.0884,3595.5859,562.3758,21.3443
TCGA.CU.A0YN.11A.11R.A10U.07,H1.Negative,BLCA,41.9682,0,4.3415,287.9884,583.9363,1469.6093,52.0984,10.1302,2492.7641,23.5311,56.4399,0.7236,217.0767,0,2.8944,1.4472,2179.4501,8.6831,18.8133,820.5499,7073.8061,4.3415,115.0507,9056.4182,6272.9088,6106.2518,1085.3835,937.0478,96.2373,91.1722,222.1418,17.3661,3227.2069,1041.8524,352.3878,7516.6425,619.3922,79.5948,2.8944,2.8944,0,0,0,13.0246,0.7236,0,1.4472,7.2359,41.2446,0,0,712.7352,0,0,17.3661,219.9711,22.4313,90.4486,6.5123,13.7482,143.2706,9.4067,1529.6671,7.2359,334.2981,373.8205,0.7236,17.3661,1.4472,61.5051,21.7077,8.6831,547.7569,3127.3517,0.7236
TCGA.CU.A0YN.01A.21R.A10U.07,H1.Negative,BLCA,82.865,116.5158,15.1428,459.333,862.301,666.2853,445.0315,42.9047,2602.046,148.2443,82.865,5.4683,180.4523,28.6032,58.0476,99.2698,195.5951,176.2459,184.238,180.8729,1129.8247,50.4762,187.1824,20513.0607,18037.2598,12200.9035,1942.0702,1475.1657,466.4838,498.8727,911.9359,228.8253,6544.6546,1699.0191,590.9833,9459.6527,2599.1015,90.4365,112.3095,79.9206,2.1032,0,2.1032,47.9524,2.5238,0.4206,3145.9266,5622.2028,78.6587,1.2619,0,1056.2136,0.4206,0.4206,103.0555,129.5555,251.9602,76.9761,34.9127,169.9364,12.1984,212.4205,1153.8009,142.1745,95.4841,409.6477,63.5158,77.8174,27.3413,34.492,88.3333,109.365,3268.3313,900.9994,267.5236
TCGA.CU.A0YO.01A.11R.A10U.07,H1.Negative,BLCA,52.5199,1.061,16.4456,1165.5172,372.4138,2122.5464,418.0371,55.1724,1955.9682,41.0239,46.6844,50.3979,434.4828,4.244,14.3236,33.4218,4007.4271,497.0822,444.0318,256.7639,1290.1857,85.4111,139.5225,27787.1989,43305.8939,34429.9151,6029.7082,4222.2812,1024.4032,263.13,505.0398,326.2599,14708.7533,6523.1724,627.5862,5212.7321,1705.5703,374.0053,31.8302,227.5862,1.5915,0,2.122,9.0186,3.183,0,928.382,567.1088,72.679,0.5305,0,865.252,0.7586,0.3024,28.1167,149.0716,80.6366,22.2812,27.0557,106.6313,264.7215,401.061,1274.8011,42.4403,539.5225,1723.6976,21.2202,33.4218,9.5491,23.3422,12.2016,11.6711,3892.3077,858.3554,529.443
TCGA.CU.A0YR.11A.13R.A10U.07,H1.Negative,BLCA,138.8235,0.5882,25.8824,775.2941,1291.1765,2512.9412,715.2941,27.6471,1727.0588,242.2647,75.8824,28.8235,559.4118,10,12.3529,27.0588,5115.8824,87.6471,372.9412,800,3570.5882,127.6471,87.0588,21241.7235,26908.6059,14906.6882,3645.8824,2818.2353,930.5882,238.8235,704.7059,71.1765,9848.8235,4112.0235,904.1176,6558.8235,3297.0588,277.6471,27.6471,42.3529,0,0,1.1765,17.6471,1.1765,2.9412,316.4706,195.8824,48.8235,1.1765,0,811.7647,0,0,132.3529,438.8235,52.9412,81.1765,62.3529,184.7059,668.2353,189.4118,1487.0588,75.8824,536.4706,904.4235,4.1176,25.8824,9.4118,70.5882,31.1765,4.1176,2905.8824,2648.8235,57.0588
TCGA.CU.A0YR.01A.12R.A10U.07,H1.Negative,BLCA,70.9571,0.5501,10.451,370.187,755.7756,1487.3487,3437.2937,187.5688,3196.9197,104.824,36.8537,7.1507,385.0385,8.2508,137.5138,51.7052,219.4719,1386.6887,2148.5149,77.0077,1228.2728,131.4631,755.7756,18307.4697,24706.6282,23130.0055,4541.8042,3064.9065,2097.9098,594.6095,1588.0088,397.6898,13505.5006,4880.8636,1050.055,10322.8823,3460.396,249.1749,57.7558,200.22,0,0,14.3014,71.5072,15.9516,0,2678.2178,1931.2431,148.5149,0,0.5501,2374.0374,1.6502,0,106.1606,201.3201,134.2134,106.7107,34.6535,292.6293,15.4015,621.5622,1083.6084,85.8086,211.2211,553.6414,36.8537,54.4554,30.253,35.2035,40.7041,25.8526,9168.3168,1025.8526,12.6513
TCGA.CU.A3KJ.01A.11R.A21D.07,H1.Negative,BLCA,28.8912,1.1221,3.0858,811.8381,1346.518,270.4257,657.2691,41.7982,900.2034,19.0785,18.7951,14.5873,1446.1042,10.0989,50.7749,79.1079,96.5005,697.6646,556.5608,255.8384,381.4714,78.2664,119.2229,50334.8061,76655.9815,26538.6324,4081.6327,1372.3263,1370.0821,14.8678,2719.9663,19.3562,5704.1868,8562.2863,2720.8444,9599.5512,4918.9985,32.5409,50.4944,238.4459,0,0,2.2442,21.3199,2.2442,0,5875.8679,4043.7618,80.7911,0.8416,0,1044.9541,0,0.8416,87.2431,460.9019,20.4783,40.115,13.7457,152.0443,1.9637,49.9334,3345.2556,55.5439,39.2734,1173.7289,101.5499,30.5772,21.8809,26.0888,4.4884,124.2724,16525.7031,1376.2536,2.8052
TCGA.CU.A3QU.01A.11R.A22U.07,H1.Negative,BLCA,20.9757,0.3178,0.3178,725.2503,702.6855,128.0788,41.3157,107.4209,2003.4959,3.0033,1.9069,0,27.6498,0.6356,1.9069,1.2713,603.5277,15.255,9.2166,344.192,346.0988,6.0385,35.5951,7180.9757,29842.2883,31746.779,15986.6518,5524.5511,1795.9638,3823.6135,1487.0491,132.2104,21116.4786,6306.6073,4211.6479,6592.7221,1959.0021,825.9971,0.9534,4.4494,0.6356,0,0,1.5891,3.4959,0,973.1448,77.2287,6.6741,0,0,335.9288,0,0,3.1781,338.4713,552.042,2.8603,0.9534,13.9838,17.7976,6.3563,163.9917,4.1316,290.1637,1380.1462,110.5991,15.8907,0.3178,5.085,8.2631,25.4251,9265.5331,1001.4302,592.0864
TCGA.CU.A3YL.01A.11R.A22U.07,H1.Positive,BLCA,153.9535,0.4651,4.186,867.907,1235.3488,2396.7442,446.9767,4.6512,2695.814,51.8465,6.9767,2.3256,252.093,3.7209,4.186,39.0698,615.3488,158.6047,414.8837,734.4186,976.2791,64.186,68.8372,26404.1767,22194.5814,22998.4419,1143.7209,898.1395,557.6744,17.6744,1865.5814,84.6512,3353.4884,3548.8372,2329.3023,5665.1163,378.1395,76.7442,15.814,43.7209,0,0,2.3256,1.3953,5.1163,2.7907,12.093,23.2558,10.6977,0.9302,0.4651,240.9302,0,0,31.6279,300,106.5116,6.5116,33.4884,73.9535,101.3953,78.1395,933.4884,40.4651,66.0465,1764.8744,46.0465,95.3488,5.1163,34.8837,4.6512,2.3256,8388.3721,366.9767,5.5814
TCGA.CU.A5W6.01A.11R.A28M.07,H1.Positive,BLCA,45.3614,0,7.3959,370.2868,309.1476,607.4479,1293.2921,12.3265,2971.6627,35.9686,11.8334,1.4792,1660.6205,2.9584,10.3542,16.764,392.9675,309.1476,89.7366,273.1543,623.7188,25.639,78.3963,20298.1869,18322.1175,30176.5815,1728.6626,1055.1449,314.0782,99.1047,203.14,46.3475,3561.8536,2315.6979,331.8283,5034.6189,872.2202,333.8005,20.7085,262.307,0,0,0.9861,17.7501,5.4236,1.4792,1508.7586,2328.2216,19.2293,0,0,377.1896,0,0.4931,25.146,541.3781,124.7438,17.7501,9.3681,37.9655,64.5906,565.0449,578.8505,29.5835,103.0492,1390.0301,36.9794,45.8544,0,15.2848,39.4447,7.8889,3176.775,1040.8462,298.7934
TCGA.CU.A72E.01A.12R.A33J.07,H1.Negative,BLCA,27.1147,9.8644,1.6441,408.1381,1004.9322,469.3794,206.7406,5.3432,1056.3091,21.5988,17.2626,2.0551,172.2154,208.7957,6.9873,9.8644,250.3083,56.3091,57.5421,158.6519,982.7374,34.1143,182.4908,9366.1488,5800.6206,7208.4217,1357.1722,1355.1171,342.3757,138.9231,200.5754,78.5039,4450.4727,1059.9877,190.2754,8146.7324,435.6761,160.2959,4.5212,21.3728,0,0,0,5.3432,3.2881,1.233,6.9873,15.6186,32.8812,0.822,0,746.8146,1.1015,0.5425,13.5635,299.6301,30.0041,16.8516,6.9873,47.2667,30.8261,137.6901,2617.3448,44.8007,130.7028,1708.434,305.7953,30.0041,5.3432,144.2663,290.1767,2.0551,3302.9182,1585.2857,32.0592
TCGA.DK.A1A3.01A.11R.A13Y.07,H1.Negative,BLCA,45.2891,0,10.7831,420.5419,747.8097,903.6258,342.9034,16.1747,3818.3044,77.811,30.1927,14.0181,444.8039,2.1566,11.8614,36.1235,427.0117,850.7885,3804.8254,388.7316,1467.5832,73.3252,216.2016,10363.1217,16875.0398,20362.8629,5355.9779,4175.2258,1106.3486,693.3549,1617.4687,171.9908,12331.0419,3304.8066,1161.3425,2539.4258,6962.1243,572.5839,19.9488,286.8311,0,0,4.8524,22.1054,2.6958,0,0.5392,40.4367,70.6295,0,0,1315.002,0,0,94.8915,234.533,277.6655,68.4728,37.7409,105.6746,239.3854,591.9935,602.7767,47.4457,208.6535,355.7191,28.0361,56.6114,5.9307,123.4668,21.0271,1.0783,1293.9749,1184.5262,6689.3112
TCGA.DK.A1A5.01A.11R.A13Y.07,H1.Positive,BLCA,30.1971,0,5.0858,1912.9053,1683.0896,385.569,705.9758,40.0509,4146.2174,31.1634,20.6612,2.5429,83.2804,3.8144,8.2645,35.2829,242.8481,1513.0324,1225.6834,162.1106,1034.0114,36.5544,142.4031,73339.6345,89319.1767,37464.3579,6675.4609,4014.6217,1336.6179,1222.8226,1531.1507,233.9479,20585.5054,8268.4202,3010.1494,6809.2816,1480.9282,127.7813,16.8468,268.595,0,0,5.0858,9.8538,1.5893,0,548.951,219.3261,37.5079,0,0,866.1793,0,0,57.5334,331.85,405.9123,65.1621,17.1647,119.8347,22.2505,118.8811,3198.0292,43.5474,169.4215,761.0331,29.2435,34.6472,21.9326,235.5372,9.2181,6.993,4257.7877,1100.445,37.5079
TCGA.DK.A1A6.01A.11R.A13Y.07,H1.Negative,BLCA,39.1,0,17.8647,917.1652,1402.8819,748.9677,1353.3328,67.4138,2730.9345,132.1446,31.3474,2.0224,123.7044,5.056,42.1336,51.5716,109.2104,600.6573,772.5626,110.8958,703.1263,147.2992,376.8433,7845.2819,16478.6719,26980.332,2646.6672,1866.3521,757.7315,514.0305,917.5023,91.3457,6569.4784,1536.5231,550.0969,8570.6581,1425.8026,371.1132,39.7742,398.0787,0,0.6741,17.5276,17.8647,3.0336,0.3371,3728.6593,1192.2137,228.5329,0,0,668.7453,0.3371,6.7414,367.4054,41.7966,73.8182,49.8862,80.8966,670.7677,3.0336,237.6338,289.8795,120.6708,124.3785,769.5694,33.3698,38.4259,6.7414,34.3811,14.1569,16.8535,2408.0222,867.279,2.3595
TCGA.DK.A1A7.01A.11R.A13Y.07,H1.Negative,BLCA,51.3604,1.2229,45.8575,292.8768,635.8912,689.6973,237.8478,7.9486,1668.6029,146.6035,36.686,9.1715,629.1654,4.28,7.9486,29.9603,422.5008,34.8517,86.2122,419.4436,859.6759,39.1318,56.8633,9200.2446,10587.9853,12777.3464,1233.8734,1246.7135,281.871,173.0358,473.8612,54.4176,3243.6564,833.7634,209.1104,13663.1,519.7187,151.6356,14.063,23.2345,0,0,0,4.28,3.0572,0,73.9835,20.7887,26.2917,0,0,360.1345,0,0,27.5145,81.3207,86.8236,12.2287,29.9603,50.1376,236.6249,68.4806,410.2721,88.0465,154.0813,770.8101,155.9156,22.6231,3.6686,20.1773,18.9544,1.8343,1472.9441,731.2748,5.5029
TCGA.DK.A1AA.01A.11R.A13Y.07,H1.Positive,BLCA,31.4186,0.6347,1.5868,556.014,1327.8324,1489.3685,102.1898,6.9819,2369.4065,6.1219,9.8381,4.7604,719.4541,0.3174,2.8562,3.491,239.6065,66.6455,47.6039,117.1057,794.0336,32.0533,45.3824,19787.3151,9597.6674,13016.106,851.4757,567.1215,299.5874,46.0171,403.0467,114.8842,1960.3301,963.7861,576.6423,5890.5109,323.072,55.8553,3.1736,38.0831,0.3174,0,0.3174,3.1736,5.3951,0.3174,150.7458,75.2142,4.443,0,0,271.4345,1.5868,0,19.3589,280.5459,26.0235,7.934,4.1257,23.4846,78.7052,123.4529,2956.8391,9.2034,519.5176,1230.768,18.4069,11.1076,1.2694,14.9159,2.2215,1.9042,5768.3275,521.1044,125.6744
TCGA.DK.A1AB.01A.11R.A13Y.07,H1.Positive,BLCA,55.0237,0.3218,9.3315,1676.7758,2446.7863,3199.4208,412.5171,50.8406,3365.4573,88.6751,36.0389,9.3315,1597.6189,19.6283,21.2372,40.5438,6456.7613,4242.6193,6269.1658,72.0779,1388.7861,93.9587,386.775,45050.58,57163.9128,40549.2237,7320.4087,4849.1674,2860.5905,307.6181,5706.3792,524.817,17358.8609,7459.5801,1187.9977,5765.9078,2366.0204,529.6436,35.3954,8091.0627,2.2524,0,9.0097,13.5146,4.5049,0,16.7324,56.3108,76.9045,0,0,1551.1351,2.5742,1.9307,167.6454,220.0949,233.9313,82.3747,41.5091,123.8838,16.7324,299.2519,2571.9572,105.8644,213.9812,1578.3831,78.8352,37.6478,55.0237,296.3559,83.0183,3.5395,3911.8333,986.2441,812.8067
TCGA.DK.A1AC.01A.11R.A13Y.07,H1.Negative,BLCA,115.5058,0,22.0511,419.321,740.637,325.8663,1320.966,525.3763,1973.7487,206.0133,75.9538,5.9503,191.8096,15.0508,49.0025,134.4067,397.2699,886.2443,1812.3906,252.7126,1387.4694,232.7616,448.7224,12205.0893,19487.8999,27919.1705,3185.1593,2218.4109,1431.2216,185.8593,812.7406,40.602,8763.0382,2777.5849,406.7203,8525.7263,15051.8026,264.6132,126.0063,273.0137,0,0,8.7504,23.4512,2.4501,1.0501,12912.1456,4662.9331,150.5075,0,0,1815.5408,1.2881,2.5621,288.4144,262.5131,187.6094,53.9027,77.3539,392.7196,43.0522,505.7753,566.6783,208.2604,160.308,470.546,45.8523,72.1036,33.6017,366.1183,292.2646,815.5408,4913.8957,711.5856,156.4578
TCGA.DK.A1AD.01A.11R.A13Y.07,H1.Positive,BLCA,43.7928,0.3984,9.9602,585.6574,1350.1992,270.1195,520.3187,4.7809,2329.0837,72.5378,27.49,1.992,95.2191,1.992,7.5697,25.8964,418.3267,335.0598,849.004,146.2151,862.1514,51.7928,111.5538,34085.8367,50557.9482,34583.8845,1967.3307,1608.7649,1212.749,32.2709,2714.3426,22.7092,5228.2869,6606.2072,3185.259,4351.7928,419.9203,64.5418,13.1474,85.259,0,0,2.3904,9.1633,7.1713,0,165.7371,745.4183,34.6614,0,0,426.2948,0,0,78.4861,214.741,35.8566,17.9283,14.3426,89.6414,595.6175,163.745,384.8606,73.3068,84.8606,368.3227,30.6773,22.7092,4.7809,42.2311,3.5857,0.7968,1571.3147,677.2908,1734.6614
TCGA.DK.A1AE.01A.11R.A13Y.07,H1.Positive,BLCA,20.3399,0,3.3435,543.3268,1610.1978,382.0006,251.8807,28.4202,1544.72,19.8551,17.275,1.3931,58.5121,1.3931,8.3589,29.8133,70.4932,113.4021,168.5706,102.5355,879.6322,304.8203,94.4553,21087.2109,13860.6826,13754.8091,875.1741,477.849,315.4082,11.9811,634.7172,98.6347,2052.3823,522.9674,92.7835,9508.4982,361.1034,491.7804,22.8476,1285.3162,0,0,0.5573,2.7863,20.6186,0.5573,0.8359,18.1109,26.7484,0,0,258.8465,0.8359,2.5077,52.3823,346.0574,73.0008,18.3895,10.5879,182.2235,11.7024,32.321,753.1346,58.2335,47.0883,556.4475,1074.394,13.9315,12.8169,27.5843,79.9666,3.9008,1467.5397,675.397,10.8665
TCGA.DK.A1AF.01A.11R.A13Y.07,H1.Negative,BLCA,99.0673,5.6431,26.0208,695.6658,1493.2205,2339.6818,1017.6346,59.2523,4439.8464,153.5638,127.9097,26.3344,443.6084,7.5241,20.0643,80.2571,437.0248,593.7769,1251.1952,3019.0454,2412.4116,217.2584,365.2324,26614.2613,31536.669,18261.9045,4495.6501,3675.2097,2111.1372,351.1247,1555.2943,60.8198,14508.347,6131.4116,3299.2335,5337.7224,2811.8191,324.4768,57.0578,273.3757,0.627,0,8.7781,104.0834,4.3891,3.7621,460.5377,992.8678,149.228,0.3135,0,3183.0081,1.9908,2.0848,100.9484,155.1846,169.6058,104.7104,75.241,372.1295,2143.1147,537.9732,2692.374,164.2762,1024.2182,1076.3038,64.5819,92.4837,31.9774,107.5319,24.7668,11.5997,2462.5754,1181.9108,9.7186
TCGA.DK.A1AG.01A.11R.A13Y.07,H1.Negative,BLCA,45.6092,1.1034,1.4713,858.1149,1801.931,682.2989,325.8851,2.9425,2028.1379,36.3108,8.8276,12.5057,1005.6092,5.1494,2.2069,12.1379,1192.8276,61.0575,56.2759,145.6552,689.2874,70.9885,43.0345,23276.8441,19195.5016,6117.234,778.6667,421.5172,45.2414,78.3448,121.7471,8.4598,1672.4598,314.4202,154.4828,7030.8046,545.8391,187.5862,5.5172,22.069,1.1034,0,3.3103,4.7816,1.4713,0,43.0345,61.0575,8.092,0,0,288.3678,0,0.7356,25.7471,349.4253,74.6667,3.6782,21.7011,100.7816,49.2874,46.7126,2621.7931,12.8736,140.5057,2853.7747,20.5977,15.8161,2.5747,6.2529,11.7701,4.4138,10885.5172,1169.2874,42.6667
TCGA.DK.A2HX.01A.12R.A18C.07,H1.Negative,BLCA,50.8644,0.6649,8.3112,239.6941,504.6543,1600.7314,186.5027,9.9734,4940.492,56.4229,28.5904,7.9787,146.2766,4.9867,2.3271,16.2899,387.9654,26.5957,51.1968,287.8989,2231.0505,23.6037,163.5638,9225.379,15275.0066,8522.5332,2604.0559,1945.8112,1373.3378,43.5505,930.1862,4.9867,8737.0346,5619.3883,526.2633,3721.4096,9898.6037,278.5904,5.6516,31.9149,0,0,0.6649,77.4601,5.984,0,4.9867,19.9468,65.8245,0,0,715.758,0.3324,0,22.9388,231.383,221.4096,37.234,8.6436,50.5319,213.4309,121.6755,1214.4282,36.9016,220.4122,1134.4747,25.9309,53.5239,3.6569,184.508,321.8085,4.3218,892.2872,1600.0665,357.3803
TCGA.DK.A2I1.01A.11R.A180.07,H1.Positive,BLCA,103.4871,0,22.4972,538.5827,1230.1462,1074.9156,750.9561,6.7492,3831.2711,220.8279,46.7942,7.1991,764.9044,13.0484,16.6479,50.3937,264.5669,1030.8211,1721.9348,170.9786,1581.1024,95.838,326.2092,20413.0214,42011.613,34073.8763,5888.8909,5035.2936,2808.9989,499.4376,4067.0416,76.9404,16592.5759,3569.0169,698.3127,5867.7165,1438.4702,354.5557,30.5962,224.072,0,0,15.2981,30.1462,7.1991,1.3498,391.901,423.847,76.0405,0,0,1900.36,0,0.4499,66.1417,404.0495,131.8335,74.2407,49.9438,167.829,598.8751,611.4736,1194.1507,77.3903,276.2655,1415.0416,114.7357,210.5737,16.198,260.5174,37.3453,6.7492,1662.9921,2246.1192,832.396
TCGA.DK.A2I2.01A.11R.A180.07,H1.Positive,BLCA,110.0955,1.3649,8.1893,488.1711,1237.0337,790.2639,667.4249,55.505,3351.6833,80.8872,23.6579,1.3649,396.2693,14.5587,125.5687,88.717,3558.2348,732.0291,429.9363,51.8653,1239.7634,59.5996,511.374,10852.1292,44182.2111,23075.2957,6343.4941,5762.9663,4622.384,1336.2147,3859.4177,4490.4459,21960.4186,9057.0473,1601.9108,5117.8344,4559.5996,1042.7662,75.5232,258.8717,0,0,10.4641,24.1128,6.8244,0.455,13940.8553,28358.0528,82.8025,0,0,3393.7898,0,0,181.0737,707.0064,84.1674,164.6952,22.748,126.0237,40.4914,50.0455,2777.525,82.3476,299.3631,571.7152,120.5641,130.5732,21.838,65.0591,19.1083,449.0446,1958.1438,1599.636,404.4586
TCGA.DK.A2I4.01A.11R.A21D.07,H1.Positive,BLCA,222.7078,0.3111,36.7058,2138.891,3478.9641,1493.1177,6298.7791,829.3024,3573.5283,303.5664,147.4454,22.7078,989.1905,30.4845,114.4724,193.1721,397.5426,4342.1728,20502.6829,236.7214,2048.0597,1140.6797,1593.9031,99031.623,138463.2709,58773.5283,24147.7564,12744.3814,6006.3769,4627.7315,6047.1265,640.7963,65808.8498,14596.5721,5600.0622,9045.8045,6830.7022,481.2194,118.8273,1407.2634,0.9332,0,103.8961,42.6161,8.3988,1.5553,288.6694,147.7564,1004.1216,0.6221,0,10948.3506,30.9138,91.0242,587.604,508.2821,414.3402,932.2653,234.855,1242.0873,118.5162,2122.7156,2463.9552,268.4501,1155.9219,1394.0244,168.2868,158.0216,72.4784,123.4933,186.3286,13.0648,6156.9329,1237.7323,15.5533
TCGA.DK.A2I6.01A.12R.A18C.07,H1.Positive,BLCA,36.9748,0.5869,1.1738,106.2292,373.2693,231.5326,129.9987,255.5956,2789.8357,10.1681,6.4559,1.4673,77.471,2.0542,5.5756,8.5101,123.2493,914.0989,384.4204,24.063,392.9305,16.7267,87.7418,3261.3934,19724.1241,21132.1357,760.9176,627.3976,393.5174,52.5277,554.3284,19.9546,1859.597,1193.64,583.9669,10937.4943,1905.9623,169.6145,7.9232,1895.1046,0,0,2.3476,1.1738,4.4018,0,1023.8495,314.2857,17.9005,0.2935,0,202.481,0,0.5869,22.3023,1003.6014,59.277,178.7115,8.8035,26.704,7.9232,18.7808,3694.8377,13.2053,23.4761,595.1943,532.3196,24.9433,1.4673,38.7355,2.9345,7.3363,3595.3579,1569.0809,11.4446
TCGA.DK.A3IK.01A.32R.A21D.07,H1.Positive,BLCA,73.6899,0.8574,3.4294,492.5517,996.2491,1008.2521,357.518,7.7162,1992.4981,107.2082,15.0038,5.5728,424.8205,4.2868,4.2868,9.0023,505.4121,191.1907,246.9189,347.6583,988.5286,30.8649,45.0113,13598.9583,18757.3465,12741.9569,1295.4667,808.0592,174.9009,151.3235,228.4857,75.4474,2697.2457,756.9692,204.4797,7671.6322,731.7544,214.3393,7.7162,73.7327,0,0,1.286,25.292,3.4294,1.286,153.4669,68.5886,15.8611,0,0.4287,212.6246,0,1.286,36.8664,229.7717,43.7252,16.2898,10.717,47.1546,321.0803,132.033,1043.4037,33.0083,96.024,1268.7815,44.5826,42.0105,6.0015,79.3055,6.8589,9.8596,5212.7318,601.8648,238.3453
